index,id,title,bucket,rule
25389,"BOnNsqneUXk","Prakash Jha, Indian film director : Gangaajal is about the relations of society and police",reject,"bollywood name: Jha"
25466,"yBtlSzF2f4w","1942 A Love Story : Bollywood Movie Premier",reject,"format keyword: bollywood"
25474,"Ue5-Rkvd-hk","Muzaffar Ali on Manisha Koirala: She is committed to films but she has to put in a lot more efforts",reject,"bollywood name: Koirala"
25628,"iqKKdw73u54","Lyricist Shyam Anuragi on writing pop songs and Bhajans simultaneously",reject,"bollywood name: Shyam"
25687,"OOGhsWKmsb8","Actor Ashutosh Rana -""I have received all the work in films by the grace of God""",reject,"bollywood name: Ashutosh"
25700,"dpYKKDZJLNU","Chote Nawab Saif Ali Khan : I have selected a suitable job for myself",reject,"bollywood name: Khan"
25732,"MjK8HTrMCLg","Kashmira Shah: I was a wife who was young with a very good body, in my role",reject,"bollywood name: Shah"
25744,"xRGOBh8ynQw","Arbaz Khan : Every actor wants to be versatile but they have some  limitations",reject,"bollywood name: Khan"
25808,"tO8ZIE45UHU","Cozy Bachchan family? Jaya, Amitabh, Abhishek and Karishma???",reject,"bollywood name: Bachchan"
25949,"wgeWlJ3vbes","Milind Soman & Meera Vasudevan talk about 'Rules: Pyaar Ka Superhit Formula'",reject,"bollywood name: Soman"
25986,"RYvVDLyaUXw","Indian actor Vinay Anand talks about his shelved film 'Blood'",reject,"bollywood name: Vinay"
26046,"N9y-Ez5igcY","Saloni Aswani feels thankful for her first break as a lead in 'Dil Pardesi Hogaya'",reject,"bollywood name: Aswani"
26134,"3F8KkNVgR3w","Aamir, Kiara, Hrithik, Karishma, Kareena, Saif, Anil | Isha Ambani's Wedding",reject,"bollywood name: Kareena"
26172,"3g2auhk3Qrc","Adi Irani on his name change and cutting off his hair : Villain of Anari No.1",reject,"bollywood name: Irani"
26205,"Szid4-B294k","Malaika Arora lands up to suprise Amrita Arora on her birthday",reject,"bollywood name: Arora"
26320,"wOzsoFoxpNY","Amrita Rao photo shoot, as she holds a glass of red wine",reject,"bollywood name: Amrita"
26366,"pvt0PR920-E","Sohail Khan, ""One should act or one should direct. You can't do both at one time""",reject,"bollywood name: Khan"
26407,"gTC7q5kCmlE","Hrithik Roshan and Rakesh Roshan launch Krrish merchandise",reject,"bollywood name: Roshan"
26409,"DGXSBdYrLv4","Arshad Warsi on humour and his character in Kabul Express",reject,"bollywood name: Warsi"
26472,"mpRMlW-L_WY","Sonu Nigam on Shah Rukh Khan grooving to his songs in films",reject,"bollywood name: Khan"
26571,"utzF3OdVSio","Arjun Rampal with then wife Mehr Jesia at a Zee Bollywood Party",reject,"bollywood name: Rampal"
26594,"jC9FoyfTqGI","Sudhir Mishra: I'd love to work with Tabu, she is wonderful",reject,"bollywood name: Tabu"
26640,"lW2BF4FUiD0","Juhi Chawla sings ""Mere dil ke tukde, mere nanhe se shehzaade"", I ran around lots of trees!",reject,"bollywood name: Chawla"
26702,"DPDTmNA1HTQ","John Abraham and Bipasha, Rakhi Sawant has issues with Isha Koppikar, Isha Deol, Nisha Kothari",reject,"bollywood name: Deol"
26804,"AEORq4bnrYA","Abhay Deol on hit debut, Suzanne Khan, Sonali Bendre, Seema Khan on fashion trends, designer wears",reject,"bollywood name: Khan"
26877,"j47rnVSMX1E","Deepal Shaw on playing a porn star in Bhatts' film Kalyug: I want to be successful not famous",reject,"bollywood name: Shaw"
26977,"uvAveRfmD78","Celina Jaitley: Saree is 'National Dress', everyone should wear it, Aishwarya looks good in a saree",reject,"bollywood name: Aishwarya"
27147,"IIwczJ9DDdA","Juhi Chawla in orange and green saree on sets of Salaam-E-Ishq | Anil Kapoor, Govinda BTS",reject,"bollywood name: Kapoor"
27243,"pFw3boaqDRE","Sheena Sippy, Ramesh Sippy's daughter at launch of 'Lights, Camera, Masala'",reject,"bollywood name: Ramesh"
27353,"-uVZjEph7fo","Tusshar Kapoor on  film career:  Lot inside me has changed since I became an actor",reject,"bollywood name: Kapoor"
27367,"amXB1pOcBQI","Nana Patekar drinks tea in interview | Sameera Reddy's smile is different, not innocent",reject,"bollywood name: Reddy"
27431,"XAfuOX_uIso","Shankar Mahadevan discusses superhit album 'Breathless': We made the song during a traffic jam",reject,"bollywood name: Mahadevan"
27570,"8j7aY-pYGX8","Gul Panag : I'm a clean, neat, tidy, punctual person, like clothes and style that flatters my body",reject,"bollywood name: Panag"
27598,"vnnqS3htclc","""Rekha is a very talented and a very fine artist,"" says Rakesh Roshan",reject,"bollywood name: Roshan"
27612,"mLVwce2D58w","Amisha Patel on new adventure with live shows, wearing a pink top, very wide dark glasses indoors",reject,"bollywood name: Amisha"
27629,"w0jbwWEhNCg","Amrita Rao talks about Hrithik Roshan: he could have done well in advertising, his mind is creative",reject,"bollywood name: Roshan"
27666,"Zk0MJBc6UrM","Raj Kaushal in memoriam: happy days with wife Mandira Bedi - actress, designer, television presenter",reject,"bollywood name: Kaushal"
27842,"Zw6uksz97lg","Daisy Irani on Shayan Munshi role and how a premiere helps a film to do business, Rakesh Mehra here",reject,"bollywood name: Irani"
27857,"7Ej4zc6lckQ","Ayesha Takia on Kya Love Story Hai: I was told that I am very glamorous and bubbly.",reject,"bollywood name: Takia"
27969,"RlpV05mTQeQ","Kangana Ranaut (younger & more raw) and Preity Zinta Iall dimply) party it up at film launch of Apne",reject,"bollywood name: Ranaut"
28016,"9eC1jvpGtCg","Malaika Arora Khan, Arbaaz Khan, Sohail Khan and Seema Sachdev Khan pose with their kids",reject,"bollywood name: Khan"
28130,"BveBGaLelDU","Tanvi azmi recites a nazm penned by her father-in-law, poet Kaifi Azmi",reject,"bollywood name: Azmi"
28275,"6I8JLYr5kZ0","Indian Navy marching contingent on Republic Day",festival,"festival term: Republic Day"
28292,"Igpl_0-OnzM","'Do Lafz Ki Hai' (cover) by Naval Symphonic Band Orchestra",gap-2a,"candidate place token: Naval"
28461,"a61L4gmLmDw","From field to plate: Bhutanese food served at traditional farmhouse homestay kitchen",gap-2b,"non-India term: Bhutanese"
28575,"RYxyRxrrnKo","Siachin glacier aerial views: Defence minister Mulayam Singh Yadav visit, 1997",reject,"bollywood name: Singh"
28645,"OgusxaqEGnA","Indian classical dance maestro Sonal Mansingh performs Bharatanatyam",reject,"bollywood name: Sonal"
28800,"D8NxfPq86NM","Muharram Rituals",festival,"festival term: Muharram"
28805,"QjG-xWGK-ro","Bruises from self whipping with sharp blades, on Muharram",festival,"festival term: Muharram"
28924,"8NxHnLYutIM","Shiraz Ahmed and Faraz Ahmed sing 'Deewana Hua Badal'",reject,"bollywood name: Ahmed"
28977,"BwxGrbb1DF0","Kailash Anuj and Piyusha Anuj recite Ramcharitmanas",gap-2a,"candidate place token: Anuj"
29009,"vfBSVtZpYf0","Tara Air plane crash at Jumla Airport : Nepalgunj to Jumla flight",gap-2b,"non-India term: Nepalgunj"
29069,"ulF9R7r4Jok","Snow Leopard and prey take deadly tumble off 400 foot cliff, big cat wins! Rarest shot EVER...",subject,"species/subject term: Leopard"
29083,"kDqU5MAQnfg","Festival of transvestites in India: mourning for widowhood at Koovagam",gap-2a,"candidate place token: Koovagam"
29112,"roEaD9bRSJM","Menfolk from Nandgaon visit Barsana to celebrate ‘Holi’ with women from Barsana",festival,"festival term: Holi"
29131,"8ygg38MO-BA","Story and meaning behind Dussehra -  victory of good over evil",festival,"festival term: Dussehra"
